local_uri,alt_text
images/29ce15f6520d7427cf1c0cce62e49fca0f40c19d_Image_003.jpg,"This image shows a donut chart of the six different categories in our dataset.  Rising trend is 36%, falling trend is 23%, stable trend is 33%, changing trend, big jump, and big fall are significantly lower"
images/29ce15f6520d7427cf1c0cce62e49fca0f40c19d_Image_004.jpg,"This figure contains two line graphs a and b.  The line on a goes sharply down, but then rises and falls, rises and falls again.  For b, the line is barely stable and changes a bit before rising at the end."
images/29ce15f6520d7427cf1c0cce62e49fca0f40c19d_Image_005.jpg,"This figure contains two line graphs a and b.  The line on a goes sharply down, but then rises and falls, rises and falls again.  For b, the line is barely stable and changes a bit before rising at the end."
images/29ce15f6520d7427cf1c0cce62e49fca0f40c19d_Image_006.jpg,"This figure contains two line graphs, a and b.  The a line graph represents the vision testing and training accuracy of the network over 80 epochs.  The training data rises consistently, but the testing accuracy maxes out at around 25 epochs.  In graph b, the line graph shows the training and testing accuracy of the bag of words model.  The training accuracy rises consistently, but the testing accuracy maxes out at round 45% at epoch 30 and slightly falls afterward."
images/29ce15f6520d7427cf1c0cce62e49fca0f40c19d_Image_007.jpg,"This figure contains two line graphs, a and b.  The a line graph represents the vision testing and training accuracy of the network over 80 epochs.  The training data rises consistently, but the testing accuracy maxes out at around 25 epochs.  In graph b, the line graph shows the training and testing accuracy of the bag of words model.  The training accuracy rises consistently, but the testing accuracy maxes out at round 45% at epoch 30 and slightly falls afterward."
images/29ce15f6520d7427cf1c0cce62e49fca0f40c19d_Image_008.jpg,"This line graph shows the training and testing accuracy of our multimodal model over 25 epochs.  The training accuracy consistently rises, but the testing accuracy peaks quickly at around 2 epochs and then falls due to the model overfitting to the training data."
images/29ce15f6520d7427cf1c0cce62e49fca0f40c19d_Image_009.jpg,This bar chart shows the accuracy of the compared methods.  The baseline is at 36%.  The BOW is at 45.2%.  The Human (no vote) is at 58.5%.  The CNN is at 69.8%.  The Human is at 70.9% and the multimodal model is at 74.0%
images/41b29f8c66e0281fa0544fae0a45764a58e83c3b_Image_004.jpg,The results of the user study. (a) The Task Completion Time in seconds that was needed for each navigation method. (b) The average amount of navigation errors. (c) The perceived cognitive workload measured using the RTLX score. All error bars depict the standard error. The values depicted in this Figure are mentioned in the text.
images/41b29f8c66e0281fa0544fae0a45764a58e83c3b_Image_005.jpg,The results of the user study. (a) The Task Completion Time in seconds that was needed for each navigation method. (b) The average amount of navigation errors. (c) The perceived cognitive workload measured using the RTLX score. All error bars depict the standard error. The values depicted in this Figure are mentioned in the text.
images/41b29f8c66e0281fa0544fae0a45764a58e83c3b_Image_006.jpg,The results of the user study. (a) The Task Completion Time in seconds that was needed for each navigation method. (b) The average amount of navigation errors. (c) The perceived cognitive workload measured using the RTLX score. All error bars depict the standard error. The values depicted in this Figure are mentioned in the text.
images/d39c93d0017363f1aaeb8e372cf8a124d33a8297_Image_005.jpg,"Two line graphs appear with Group A's findings stacked above Group B's findings. Each particpant that completed both the majority of game play and testing appear in their respective group's graph. For group A, that is P1, P2, and P5. For group B that is P7, P8, P11. Each particpant's score for each assessment is dispalyed in contionous line that run across the X axis that displays days of assessments  (1-3, 11-13, and days 24-26). The Y axis is the score on the MCR assessmet (0-14). The top graph has a phase line after day 3 to indicate that intervention began at this time for this group. The phase line is drawn down to graph below but jogs over to day 13 to indicate when treatment started for this group. Each participant's data is represetned by a uniqie shae and line style. Descriptive text of these data are provided in resutls section."
images/6443e3632848430cfac5aeb3ab94a46acf0bbf0c_Image_006.jpg,"Titel: Infographics ""Intra-active"" Dynamics - Beschreibung: The term ""activity"" is positioned in the middle of a triangular graph. The corners of the triangle are made out of the acronyms ""PPP"", ""OP"" and ""P"". The term ""activitiy"" and the acronyms are connected with double-ended arrows."
images/dd11d994cd3d819ddbd4c8b0f6bfcbb3690c9045_Image_005.jpg,"This figure shows results for player experience of persons using wheelchairs and able-bodied persons playing our game. Mean results are given for the dimensons competence, autonomy, relatedness, control and enjoyment on a five point Likert scale. While most values are above average, the biggest difference in scores can be found for relatedness."
images/2b270028ed9d0e8f2851f67988e822ab434cdb9d_Image_008.png,"Graph showing the Mean Selection Time for each Menu Size, Direction and Distance in the Moving condition. Within Menu Size, 5 item is the fastest, then 7 item then 10 item. The Up Direction is faster than the Down Direction and the 2N Distance is fastest than the 4N distance which is faster than the 6N distance."
images/2b270028ed9d0e8f2851f67988e822ab434cdb9d_Image_009.png,"Graph showing the mean selection time for for each Target Distance within each Direction. The graph shows, across directions, selection time increased as distance increased. The selection times for the Up Direction are generally faster than the Down Direction."
images/dd652c6a297c57c8c0c9cd5d91f2cba213d2eba8_Image_008.png,"This figure shows a stacked column graph. The columns are grouped by activity (left to right): Colors, Money, Numbers, and Shapes. Within each activity there is a column for each participant (who demonstrated any reaction while using this activity) which depicts the quantity of negative (black) and positive (gray) reactions he/she demonstrated while trying that activity.

Participants’ reactions during the Colors activity: For P1, 2 out of 2 were positive. For P2, 86 out of 95 were positive. For P3, 1 out of 1 were positive. For P4, 1 out of 1 were negative. For P5, 21 out of 25 were positive. For P6, 30 out of 30 were positive. P7 did not demonstrate any reactions. For P8, 22 out of 22 were positive. For P9, 31 out of 32 were positive.

Participants’ reactions during the Money activity: For P1, 5 out of 5 were positive. For P2, 39 out of 39 were positive. For P3, 14 out of 14 were positive. For P4, 2 out of 3 were positive. For P5, 6 out of 6 were positive. For P6, 1 out of 1 were positive. P7 did not demonstrate any reactions. For P8, 13 out of 13 were positive. For P9, 21 out of 21 were positive. P10 did not demonstrate any reactions.

Participants’ reactions during the Numbers activity: For P1, 8 out of 8 were positive. For P2, 64 out of 73 were positive. For P3, 2 out of 2 were positive. For P4, 10 out of 11 were positive. For P5, 21 out of 24 were positive. For P6, 19 out of 19 were positive. P7 did not demonstrate any reactions. For P8, 13 out of 13 were positive. For P9, 10 out of 10 were positive. P10 did not demonstrate any reactions.

Participants’ reactions during the Shapes activity: For P1, 5 out of 5 were positive. For P2, 58 out of 59 were positive. For P3, 6 out of 6 were positive. For P4, 10 out of 11 were positive. For P5, 7 out of 8 were positive. For P6, 10 out of 10 were positive. P7 did not demonstrate any reactions. For P8, 8 out of 8 were positive. For P9, 31 out of 31 were positive."
images/dd652c6a297c57c8c0c9cd5d91f2cba213d2eba8_Image_018.png,"This figure shows a stacked column graph. The columns are grouped by activity (left to right): Lowercase Letters, Uppercase Letters, and Money Addition. Within each activity there is a column for each participant (who demonstrated any reaction while using this activity) which depicts the quantity of negative (black) and positive (gray) reactions he/she demonstrated while trying that activity.

Participants’ reactions during the Lowercase Letters activity: For P1, 12 out of 12 were positive. For P2, 75 out of 76 were positive. For P3, 1 out of 1 were positive. For P4, 18 out of 18 were positive. For P5, 20 out of 20 were positive. For P6, 4 out of 4 were positive. For P7, 1 out of 1 were negative. For P8, 18 out of 18 were positive. For P9, 30 out of 31 were positive. For P10, 7 out of 7 were positive.

Participants’ reactions during the Uppercase Letters activity: For P1, 16 out of 16 were positive. For P2, 96 out of 99 were positive. For P3, 1 out of 1 were positive. For P4, 8 out of 9 were positive. For P5, 35 out of 36 were positive. For P6, 24 out of 24 were positive. P7 did not demonstrate any reactions. For P8, 13 out of 13 were positive. For P9, 37 out of 37 were positive.

Participants’ reactions during the Money Addition activity: For P1, 12 out of 12 were positive. For P2, 67 out of 82 were positive. For P3, 39 out of 55 were positive. For P4, 14 out of 14 were negative. For P5, 9 out of 9 were positive. For P6, 24 out of 24 were positive. P7 did not demonstrate any reactions. For P8, 16 out of 16 were positive. For P9, 39 out of 43 were positive."
images/825ae04b67cd58951cdb115978e9fba6a1d5f5d9_Image_002.jpg,"No-uncertainty visualization, showing a predicted arrival time bar at 9 minutes and the scheduled arrival time bar at 7 minutes."
images/825ae04b67cd58951cdb115978e9fba6a1d5f5d9_Image_005.jpg,Quantile dotplots shown on a timeline. Dark vertical bar indicates predicted arrival time; light vertical bar indicates scheduled arrival time.
images/825ae04b67cd58951cdb115978e9fba6a1d5f5d9_Image_007.jpg,"Probability density plot, showing the PDF as a lightly shaded interval, the predicted arrival time as a dark vertical bar, and the scheduled arrival time as a light vertical bar."
images/825ae04b67cd58951cdb115978e9fba6a1d5f5d9_Image_009.jpg,Complementary Cummulative Distribution Plot. Lightly shaded region indicates someone's chances of catching the bus if they arrive at the bus stop at a particular time. Dark vertical line indicates predicted arrival time; light vertical line indicates scheduled arrival time.
images/76cf5f3238904787043a4417b306e85c717e60b3_Image_012.jpg,"The figures show the time distribution of different keyboards and different languages. The entering time of VIPBoard is 1079.51 ms in English input and 1174.29 ms in Chinese input, the entering time of the traditional keyboard is 1298.95 ms in English input and 1359.74 ms in Chinese input."
images/39dcd4c585a6916a434dffd5cebfd70e97581dea_Image_013.gif,"Bar chart illustrating character recognition accuracy per participant: P1 - 94%, P2 - 65%, P3 - 92%, P4 - 100%, P5 - 100%, P6 - 69%, P7 - 94%, P8 - 96%, P9 - 65%, P10 - 67%, P11 -  54%"
images/39dcd4c585a6916a434dffd5cebfd70e97581dea_Image_016.gif,"Bar chart representing word recognition accuracy per condition. 4000ms condition - 93%, 2000ms condition - 89%, 1000ms condition - 64%, 500ms condition - 33%. Accuracy decreases with demand of condition. Clearly there are no statistically significant differences between the first and second conditions."
images/e44a1f6ef33c38a0aecb7dc5221055419b8f467a_Image_002.jpg,This image illustrates the visual appearance of the target features in each of the study's three tasks.
images/e44a1f6ef33c38a0aecb7dc5221055419b8f467a_Image_003.jpg,"This chart shows the average completion time (ms) across the three tasks, for each of the four conditions."
images/e44a1f6ef33c38a0aecb7dc5221055419b8f467a_Image_005.jpg,This chart illustrates the theoretical performance of progressive downloading across different LOD compression ratios and SPI settings.
images/e44a1f6ef33c38a0aecb7dc5221055419b8f467a_Image_006.jpg,This image is a screenshot of the visualization produced by the first case study participant.
images/a24780a906824f5e84777f8a1a4ebb7f65ff4f7e_Image_006.gif,This figure shows the participants’ mean responses to game experience statements S1 - S3 following each condition. The chart serves to provide a clear visual impression of the fact that the abstract version received the worst responses for each item. The means and standard deviations are listed in table 3.
images/a24780a906824f5e84777f8a1a4ebb7f65ff4f7e_Image_007.gif,This figure shows a bar chart featuring the mean responses to Borg's RPE scale before gameplay and after playing each version of the game. The values are detailed in the following paragraph.
images/2ea1e1b13f160dbdc939506d10205528da14adfb_Image_004.jpg,"Graphs of Response Times across situations, Response Times across Modalities and the Interaction between Situation and Modality"
images/0fe0270f4de60836fdb150646a6f7d730c8f564d_Image_005.jpg,Prevalence of Disease Determinants. A bar chart where each of the Scanning Errors (determinants) is shown with the number of apps out of 100 that were detected having that error. Values as follows in order the bars appear:    Item Description: 85 apps. Text contrast: 94 apps. Item Label: 94 apps. Item type label 20 apps. Clickable items: 57 apps. Touch Target: 95 apps. Image contrast: 85 apps. Editable Item Label: 10 apps. Link: 1 app.
images/0fe0270f4de60836fdb150646a6f7d730c8f564d_Image_006.jpg,Number of Determinants per App. A bar chart of the number of apps out of 100 that presented with a given number of determinants out of the nine screened for.    Number of apps that presented:  zero determinants: 0 apps. one determinant: 3 apps. two determinants: 2 apps. three determinants: 2 apps. four determinanats: 9 apps. five determinants: 36 apps. six determinants: 36 apps. seven determinants: 10 apps. eight determinants: 3 apps. all nine determinants: 0 apps.
images/13eccfcfd4ce807e14da418115a386b918870582_Image_005.jpg,"This is a bar chart of the mean time to complete the tasks.    With Keywords: Without Tool 3:57, with tool 3:32  Without Keywords: Without Tool 4:25, with tool 2:25  Conditions: Without Tool 5:01, with tool 2:24  All: Without Tool 4:28, with tool 2:47"
images/13eccfcfd4ce807e14da418115a386b918870582_Image_006.jpg,"This is a bar chart of the mean score for the tasks.    With Keywords: Without Tool 2, with tool 2.42  Without Keywords: Without Tool 1.57, with tool 1.57  Conditions: Without Tool 2, with tool 2.7  All: Without Tool 1.9, with tool 2.2"
images/13eccfcfd4ce807e14da418115a386b918870582_Image_007.jpg,"This is a bar chart of the mean response on the semantically anchored scales.    Easy: Without Tool 4.1, with tool 4.1  Frustration: Without Tool 4.3, with tool 5  Knew Location in the Code: Without Tool 4.1, with tool 5.6"
images/00de251fbb4aaeb4cae73a26f69b8a28e365c3a5_Image_002.jpg,"The chart shows the pre and post means of the three conditions for the autonomy, presence, tension and importance dimensions of the motivational measures with error bars indicating standard error."
images/00de251fbb4aaeb4cae73a26f69b8a28e365c3a5_Image_003.jpg,The chart shows bar plots for the mean difference in the FRT measure for all three conditions.
images/98474c14fa7ce6e06400788c51a7c0619abe26e5_Image_002.jpg,"This figure is a scatterplot showing the relationship between HIV Estimated Prevalence Rate Per 100,000 Population (CDC, 2011) on the x-axis and Percentage of Ads Containing Sexual Health-Related Language on the y-axis in 95 locations. The relationship is estimated linearly by the equation SHR language = 46.360 + 0.009 * prevalence rate, p = 0.009. Each location is represented by a circle, with the size of the circle representing its population relative to the other locations. Outliers with a low HIV prevalence rate and a high % of SHR language in ads include SF Bay Area and Boise, ID. Outliers with a high HIV prevalence rate and a low % of SHR language in ads include Wichita, KS and Jackson, MS. New York City is close to the linear trend, with a high HIV prevalence rate and a high % of SHR language in ads. In general, locations with a higher population tend to have a greater percentage of ads containing SHR language."
images/1d537d9ef32d2e12cd60ea1f551000d0671af8c9_Image_006.jpg,"Bargraph showing the number of likes, dislikes, and net score (likes minus dislikes) for each agent. Mikey had the highest net score, followed by Ava, Zee, and then Jake."
images/0907dfb73fbc31f4f0035aa7f391bbeab2c55bd4_Image_007.jpg,Box plot of ASL Instructor Score Improvement from Round 1 to Round 1.  Comparison of the VIDEO condition and the NOTES + POPUP condition.  VIDEO median 0.05 quartiles 0 and 0.5. NOTES + POPUP median 0.5 quartiles 1.5 and 0.
images/8209b931c94fea5d107e6ef2461b64e00fd52249_Image_005.jpg,"Figure 3: How people communicate in ASL a) digitally, b) when taking notes, and c) when using an ASL writing system. This figure presents three bar charts (a, b, and c). The y-axis is % Participants, ranging from 0-90. The x-axis is a) Digital Communication Format, b) ASL Note Format, and c) Known Writing Systems. Each bar chart provides separate bars for DHH (light blue) and Hearing (dark blue) populations.    a) Digital ASL Communication Formats, sorted by DHH popularity (most popular first): Animated emoji, English gloss, Live video chat, Recorded videos, English descriptions, Non-animated emoji, Other, N/A.  b) ASL Note Formats, sorted by DHH popularity (most popular first): English gloss, English translation, ASL writing system, ASL video recording, English descriptions, Drawings of signs, Other, N/A.  c)Known ASL Writing Systems, sorted by DHH popularity (most popular first): English gloss, SignWriting, HamNoSys, Stokoe notation, si5s, Other, None."
images/8209b931c94fea5d107e6ef2461b64e00fd52249_Image_006.jpg,"Figure 4: Materials participants reported wanting to read in ASL text. This figure presents a bar chart, with separate bars for DHH (light blue) and hearing (dark blue) populations. Y-axis is % participants, ranging from 0-70. X-axis is Material Desired in ASL Text. sorted by DHH popularity (most popular first): Website content, Printed content, Email, Texts/SMS, Video captions, Other, None."
images/8209b931c94fea5d107e6ef2461b64e00fd52249_Image_007.jpg,"Figure 6: Identification Accuracy, the percent who identified signs from stationary vs. animated characters, without training. This figure presents a bar chart, with separate bars for stationary (light blue) and animated (dark blue) characters. Y-axis is Identification Accuracy, ranging from 0-80. X-axis is ASL Sign, including four signs: WHERE, UNDERSTAND, MAYBE, and MOTIVATION."
images/8209b931c94fea5d107e6ef2461b64e00fd52249_Image_008.jpg,"Figure 5: Barriers to using ASL character systems reported by participants. This figure presents a bar chart, with separate bars for DHH (light blue) and hearing (dark blue) populations. Y-axis is % participants, ranging from 0-55. X-axis is Barrier to Adoption, sorted by DHH popularity (most popular first): Few printed material, Few online material, Hard to learn, Prefer English, Do not resemble SL, Dislike of reading, Other, None. Barriers with asterisks are potentially addressed by introducing animation to character systems. Barriers that have asterisks at the top of their bars: Hard to learn, and Do not resemble ASL."
images/feaab02b3d3545acf1964aaacc3ae4f29f889bda_Image_012.gif,The ROC curves for mean keystroke distances for gesturing on the compact keyboard.
images/e8f307fe9618a608b5503003fd1490908dd2077e_Image_013.jpg,Three line chart graphs showing recognition accuracy rates for stroke-gestures articulated by participants with and without motor impairments
images/b535ecced835fbcfffaa15a78abfa49f44709daa_Image_011.jpg,"The localization error in meters per participant across three routes. All data is the following in a csv format.  participant,lower whisker,25th percentile,median,75th percentile,upper whisker,% of outliers,extremes,number of samples  P1,0.04,1.02,1.52,2.24,4.07,6.1%,48,787  P2,0.03,0.96,1.39,2.51,4.835,8.8%,66,751  P3,0.08,0.91,1.435,2.09,3.86,0.3%,2,644  P4,0.06,0.905,1.43,2.05,3.7675,2.6%,16,620  P5,0.03,0.95,1.42,2.03,3.65,2.2%,20,915  P6,0.02,0.76,1.15,1.59,2.835,6.4%,34,530  P7,0.03,0.81,1.29,1.93,3.61,1.0%,8,813  P8,0.12,1,1.53,2.305,4.2625,11.8%,115,971  P9,0.16,0.99,1.34,1.88,3.215,4.4%,36,810  P10,0.03,0.86,1.55,2.28,4.41,0.4%,3,800"
images/b535ecced835fbcfffaa15a78abfa49f44709daa_Image_012.jpg,"Fig7.  The distribution of localization accuracy in meters. All the data is the following in a csv format.  Error in meters,Total,Success,Fail  0-0.5,16,15,1  0.5-1.0,87,79,8  1.0-1.5,61,56,5  1.5-2.0,55,46,9  2.0-2.5,18,14,4  2.5-3.0,12,8,4  3.0-3.5,3,2,1  3.5-4.0,1,0,1  5.5-6.0,1,1,0"
images/25e5f2ff3df3d731bbdbcd8485a45fe3658efd7f_Image_011.jpg,"Topographic distribution of correct trials (top) and incorrect trials (bottom) in the ‘far’ layout at the intervals: 50ms before key press (left), key press (middle), and 50ms after key press (right)."
images/25e5f2ff3df3d731bbdbcd8485a45fe3658efd7f_Image_017.jpg,"Average signals of the far layout at F3. The left vertical line is the averaged hand lift-off moments, the right vertical line is the button touched moments"
images/2efeaa97efaaca7c70ca7b4294dc12294b509aca_Image_016.jpg,"Figure 6  This figure shows two line graphs. The top graph shows the average binned offset along the x-axes of the smartphone screen and the location of clusters, three in total. The bottom graph shows the average binned offset along the y-axes of the smartphone screen and the location of the clusters, three in total."
images/f11a212f60cef1b9319ab3a3502beb104415a6ef_Image_007.jpg,"A bar diagram showing the factors navigation technique, gender and display size. The y axis ranges from 0 to 1000. The bar for the spatial navigation technique is about two thirds the size of the touch techiques . The bar of the male participants is about 4/5 the size of the female participants. The bar of the tablet is about the same hight of the male participants and similarly the bar of the phone is about the same hight as the bar of the female participants."
images/f11a212f60cef1b9319ab3a3502beb104415a6ef_Image_008.jpg,Bar chart showing the diffrent compeltion time deppening on the visibility of the target. All numbers are in the text. In all cases the bars for visible tasks are much smaller than those for invisble.
images/f11a212f60cef1b9319ab3a3502beb104415a6ef_Image_009.jpg,A bar chart showing the average number of actions required for spatail conditon sperated by on and off screen targets as wel as for the phone and for the iPad. Likewise for the touch condition.
images/f11a212f60cef1b9319ab3a3502beb104415a6ef_Image_010.jpg,"The results of the questionaire shown as a bar chart. All bar look quiete similar except for ease of use, efficency to use, user experience and zooming."
images/e7635f15dd6753f7f0c3538b85f36d38da503ba5_Image_011.gif,The participants needed to hear fewer corrections on average for each trial of the poses. Warrior Two Pose was only attempted once by all of the participants.
images/38e81f92a74dcdb62b7f35243f91e3d96a615b82_Image_003.jpg,"Y-axis is types of tasks. From top: survey control, survey mini, transcription control, transcription mini, and text detection. X-axis is time in seconds."
images/38e81f92a74dcdb62b7f35243f91e3d96a615b82_Image_008.jpg,A comparison of time spent on control transcription and ATQ-based transcription. Y-axis represents the types of interface. From top: control and ATQ. X-axis represents time in (s)
images/5fbe768879ccd88f675d4783a05a9f26a1ef49ab_Image_010.png,"Top image shows a blue wavy line labeled with ``Gaze signal''.       Middle image shows a rectangle labeled with ``Aid shown?''.       The rectangle is subdivided into three rectangles, the middle rectangle       is labeled with ``aid-shown'' and the remaining labeled as ``no-aid''.       Bottom image shows a set of sliding rectangles in blue and red. The       red rectangles intersect with a one rectangle size area before ``aid-shown''."
images/5fbe768879ccd88f675d4783a05a9f26a1ef49ab_Image_011.jpg,A line plot showing the progression of training at each epoch. The     accuracy increases until 237 then plateaus.
images/5fbe768879ccd88f675d4783a05a9f26a1ef49ab_Image_015.jpg,"A bar chart with 5 columns: ``no aid'', ``perm. arrow'', ``perm. map'',     ``adaptive arrow'' and adaptive map. The values range from 1 to 5 and are     labeled with Rating."
images/bb96dc3ce7c2196446c72e6d8c151abe578ee216_Image_019.jpg,"Gender Distribution    There was 1 woman with all 5 Abby facets, there were 5 women with 4 Abby facets, 2 women with 3 Abby facets, 1 woman with 2 Abby facets, 1 woman with 1 Abby facet, and 1 woman with 0 Abby facets. 1 man with 5 Tim facets, 3 men with 4 Tim facets, 3 men with 3 Tim facets, and 2 men with 2 Tim facets."
images/1a91496ad6d8adf41f12b157343321732872c0c1_Image_007.jpg,"Figure 5. Kinematics of tool movement (subject 01, trial 01) during a typical horizontal movement between circles. The blue curve is the tooltip position in pixels along the horizontal line between the circles, and the red curve is the velocity of tooltip."
images/1a91496ad6d8adf41f12b157343321732872c0c1_Image_009.jpg,"Figure 6:  Example of tooltip movement (blue) and pupil size (black) over time for a complete trial (subject 01, trial 01). The blue curve is the tooltip position in pixels along the horizontal line between the circles. The dash and solid vertical lines represent the moments of tooltip-start and tooltip-reach."
images/1a91496ad6d8adf41f12b157343321732872c0c1_Image_012.gif,"Figure 9. Mean pupil diameter changes for 808 valid moves of 69 trials from 12 subjects. Data were aligned over a 7 second window 3 seconds before the tooltip-start. The baseline is defined as the mean diameter of the pupil over the first second of the window, and the solid black curve is the mean pupil diameter change from the baseline over time. The black vertical dashed line is tooltip-start where all the data are aligned and the vertical solid black line is the average tool-reach time. The error bars for 1 std. dev. are drawn every 400ms."
images/1a91496ad6d8adf41f12b157343321732872c0c1_Image_013.gif,"Figure 10. Mean pupil diameter changes against different IDs; data are aligned over a 7-second window around tooltip-start.  The vertical dash black line is the tooltip-start and other three solid color vertical lines represent the tooltip-reach moments of three IDs respectively. The three colors of bars at the bottom indicate significant differences in pupil dilation between Easy, Middle and Hard ID with black representing Easy vs. Hard, pink representing Easy vs. Middle, and green representing Middle vs. Hard. The error bars for 1 std. dev. are drawn every 400ms."
images/1a91496ad6d8adf41f12b157343321732872c0c1_Image_014.jpg,Figure 11. Box-whisker plot for Mean duration from tooltip-reach to the moment where the pupil peaked in size for three difficulty IDs.
images/00be9ed47bb08d4af373474345c79729d7514e2b_Image_006.jpg,left: mean time vs. angle middle: mean pointing error vs. angle right: mean pointing error vs. focus
images/00be9ed47bb08d4af373474345c79729d7514e2b_Image_007.jpg,left: arm fatigue and neck fatigue vs. direction middle: arm fatigue and neck fatigue vs. angle group right: arm fatigue and neck fatigue vs. point of focus
images/f7406bd6a43969a5471287344cb565bee972b376_Image_003.gif,"number of apps is along the y-axis, proportion of labeled image-based buttons with duplicate labels is the x-axis.    proportion range: number of apps;  0-0.1: 2961 apps;  0.1-0.2: 42 apps;  0.2-0.3: 34 apps;  0.3-0.4: 60 apps;  0.4-05: 44 apps;  0.5-0.6: 14 apps;  0.6-0.7: 20 apps;  0.7-0.8: 25 apps;  0.8-0.9: 24 apps;  0.9-1: 174 apps."
images/a9acd1907c8be605fb24753d4209d44ca82d4b26_Image_005.jpg,Heatmaps of positioning data from a lesson of T2 (L) and T5 (R) for illustrating their reported examples.
images/4cecd70a9e46a761774a54ed11d613b33721b95d_Image_007.gif,"A box plot displaying the Median Intensity across each condition, with units in decibels (dB). First results are presented for the 9 participants who spoke in all three conditions, with median value of 48.882 for Markup, 41.828 for No ASR, and 50.541 for ASR.  There were significant differences between Markup and No ASR, as well as ASR and No ASR.  Next, results are shown for all 12 participants, with median value of 49.253 for Markup and 49.578 for ASR.  There was no significant difference between these two conditions."
images/4cecd70a9e46a761774a54ed11d613b33721b95d_Image_008.gif,"A box plot displaying the Mean Harmonicity across each condition, with units in decibels (dB). First results are presented for the 9 participants who spoke in all three conditions, with median value of 4.826 for Markup, 2.555 for No ASR, and 4.083 for ASR.  There was a significant difference between Markup and No ASR.  Next, results are shown for all 12 participants, with median value of 4.848 for Markup and 4.372 for ASR.  There was no significant difference between these two conditions."
